order_id,order_date,customer_id,store_id,product_id,quantity,discount,sales,profit,cost,product_name,unit_price,product_category,product_subcategory,store_region,store_city,customer_region,calculated_sales,calculated_profit
O12400,2023-07-28,C4213,S162,P133,4,20,287.11,94.37,60.23,Almonds,89.72,Grocery,A,East,New York,West,338.88,226.88
O12401,2022-03-04,C7505,S10,P440,2,5,467.12,89.74,198.62,Jeans,245.85,Apparel,A,Midwest,Chicago,South,486.7,268.5
O12402,2022-07-21,C4659,S58,P295,4,5,491.3,117.19,98.45,WiFi Router,129.29,Electronics,B,West,San Jose,South,512.16,392.85
O12403,2022-07-10,C4345,S76,P80,4,20,416.32,101.28,98.45,WiFi Router,130.1,Electronics,C,East,New York,,500.4,317.87
O12404,2024-06-26,C2851,S91,P198,4,0,599.85,127.87,117.995,Eggs Pack,149.96,Grocery,A,West,San Jose,East,599.84,481.86
O12405,2024-03-02,C3668,S1,P159,5,10,701.17,170.19,117.995,Olive Oil,155.82,Grocery,B,West,San Jose,South,769.1,583.17
O12406,2024-05-01,C6135,S24,P45,3,20,294.39,86.98,86.42,Air Purifier,122.66,Home,B,East,New York,South,347.98,207.97
O12407,2022-05-14,C3920,S80,P459,2,0,351.79,115.8,117.995,Yogurt Cup,175.89,Grocery,C,South,Dallas,East,351.78,233.8
O12408,2023-07-12,C2268,S93,P75,1,10,38.74,7.79,34.39,Yogurt Cup,43.04,Grocery,A,South,Dallas,West,33.04,4.35
O12409,2024-07-06,C6778,S107,P103,2,20,375.43,95.3,175.08,Almonds,234.64,Grocery,B,East,New York,South,449.28,200.35
O12410,2022-01-11,C712,S179,P479,2,10,226.36,46.08,100.155,Shorts,125.75,Apparel,C,East,New York,South,241.5,126.21
O12411,2024-06-17,C7988,S190,P70,4,5,503.1,122.51,100.155,Shorts,132.39,Apparel,A,West,San Jose,Midwest,524.56,402.95
O12412,2024-03-12,C1847,S66,P469,1,0,170.15,52.16,117.995,Peanut Butter,170.15,Grocery,B,South,Dallas,Midwest,170.15,52.16
O12413,2023-08-11,C3936,S149,P184,3,10,475.27,156.68,117.995,Peanut Butter,176.03,Grocery,B,East,New York,,518.09,357.28
O12414,2023-12-12,C2857,S138,P471,5,5,558.24,147.75,86.42,Blender,117.52,Home,B,South,Dallas,South,582.6,471.82
O12415,2022-01-10,C4584,S81,P328,1,0,166.59,48.59,117.995,Organic Rice,166.59,Grocery,B,West,San Jose,South,166.59,48.6
O12416,2024-09-26,C2082,S48,P62,3,10,243.58,67.22,65.32,Formal Shirt,90.22,Apparel,B,East,New York,Midwest,260.66,178.26
O12417,2023-12-18,C7160,S95,P18,1,20,98.25,18.13,100.155,Cap,122.82,Apparel,B,East,New York,South,102.82,-1.91
O12418,2023-06-29,C6495,S143,P323,3,20,326.25,82.32,101.64,Hoodie,135.94,Apparel,B,South,Dallas,West,387.82,224.61
O12419,2024-01-18,C3695,S108,P97,4,20,478.16,163.12,98.45,DSLR Camera,149.43,Electronics,A,West,San Jose,West,577.72,379.71
O12420,2023-09-14,C7081,S108,P106,3,20,230.73,85.36,60.57,Curtains,96.14,Home,A,West,San Jose,Midwest,268.42,170.16
O12421,2022-07-04,C4801,S90,P6,4,20,424.46,147.91,86.42,Dish Rack,132.64,Home,B,West,San Jose,West,510.56,338.04
O12422,2024-09-24,C3487,S103,P192,5,0,341.56,80.06,52.3,Cap,68.31,Apparel,A,West,San Jose,East,341.55,289.26
O12423,2022-11-27,C891,S91,P179,2,20,422.28,145.46,173.01,Yogurt Cup,263.92,Grocery,A,West,San Jose,West,507.84,249.27
O12424,2024-06-01,C5181,S114,P203,3,5,715,169.14,191.53,Organic Rice,250.88,Grocery,A,West,San Jose,East,747.64,523.47
O12425,2023-11-28,C5392,S55,P427,3,0,904.88,309.74,198.38,Spice Mix,301.63,Grocery,C,Midwest,Chicago,South,904.89,706.5
O12426,2023-02-28,C4937,S170,P140,1,5,171.9,59.8,117.995,Eggs Pack,180.95,Grocery,C,East,New York,East,175.95,53.9
O12427,2022-04-03,C2876,S101,P264,1,0,96.41,34.95,61.46,Almonds,96.41,Grocery,A,East,New York,West,96.41,34.95
O12428,2024-08-15,C4396,S198,P347,3,10,34.94,6.35,10.59,Eggs Pack,12.94,Grocery,B,Midwest,Chicago,South,28.82,24.35
O12429,2023-07-17,C3277,S52,P110,1,5,15.31,4.08,11.82,WiFi Router,16.12,Electronics,A,Midwest,Chicago,,11.12,3.49
O12430,2023-07-05,C1025,S2,P125,2,5,118.69,20.88,51.48,DSLR Camera,62.47,Electronics,A,West,San Jose,South,119.94,67.21
O12431,2022-03-11,C7254,S77,P75,5,20,208.61,71.05,34.39,Yogurt Cup,52.15,Grocery,A,Midwest,Chicago,West,240.75,174.22
O12432,2023-01-24,C1716,S13,P299,1,5,133.47,38.33,100.155,T-Shirt,140.5,Apparel,A,East,New York,East,135.5,33.32
O12433,2023-01-16,C6131,S129,P375,3,10,650.87,134.27,191.33,Wireless Earbuds,241.06,Electronics,C,West,San Jose,East,713.18,459.54
O12434,2022-02-17,C782,S110,P336,1,20,69.78,17.17,65.76,WiFi Router,87.23,Electronics,C,West,San Jose,South,67.23,4.02
O12435,2024-05-20,C5756,S65,P467,2,20,316.91,59.98,160.58,Fruit Juice,198.07,Grocery,B,West,San Jose,West,376.14,156.33
O12436,2023-10-01,C2340,S81,P222,5,10,490.78,101.89,86.42,Coffee Maker,109.06,Home,C,West,San Jose,South,535.3,404.36
O12437,2024-01-31,C2182,S63,P306,2,0,281.09,84.19,98.45,DSLR Camera,140.55,Electronics,A,East,New York,East,281.1,182.64
O12438,2022-09-17,C7181,S49,P78,3,10,489.85,171.2,118.02,Vacuum Cleaner,181.43,Home,C,West,San Jose,South,534.29,371.83
O12439,2024-06-17,C5552,S101,P258,3,0,407.63,107.16,100.155,Formal Shirt,135.88,Apparel,B,East,New York,South,407.64,307.48
O12440,2024-01-18,C5801,S22,P168,1,0,43.15,14.98,28.17,Coffee Maker,43.15,Home,B,East,New York,Midwest,43.15,14.98
O12441,2022-06-18,C7301,S120,P323,5,5,614.46,131.67,101.64,Hoodie,129.36,Apparel,B,South,Dallas,East,641.8,512.82
O12442,2022-12-28,C705,S125,P89,5,5,192.58,42.58,31.58,Laptop,40.54,Electronics,C,South,Dallas,West,197.7,161
O12443,2023-05-24,C4397,S196,P137,2,10,466.35,115.47,194.93,Toaster,259.08,Home,A,East,New York,Midwest,508.16,271.42
O12444,2024-04-02,C5370,S25,P448,4,0,564.75,164.13,100.155,Shorts,141.19,Apparel,C,South,Dallas,West,564.76,464.6
O12445,2023-08-03,C3858,S10,P160,2,5,385.95,95.42,152.91,Floor Lamp,203.13,Home,B,Midwest,Chicago,West,401.26,233.04
O12446,2022-07-24,C7177,S99,P78,4,10,546.57,121.7,118.02,Vacuum Cleaner,151.82,Home,C,South,Dallas,South,597.28,428.55
O12447,2022-08-26,C4822,S129,P458,1,5,134.31,38.89,100.45,Smartwatch,141.38,Electronics,B,West,San Jose,South,136.38,33.86
O12448,2022-10-26,C5175,S134,P150,3,20,316.35,108.95,86.42,Coffee Maker,131.81,Home,B,West,San Jose,West,375.43,229.93
O12449,2022-06-04,C7310,S36,P361,3,20,451.73,168.54,117.995,Organic Rice,188.22,Grocery,A,West,San Jose,West,544.66,333.74
O12450,2023-10-15,C6951,S121,P298,4,5,401.83,73.44,86.42,Mattress Topper,105.75,Home,C,West,San Jose,Midwest,418,315.41
O12451,2024-02-16,C528,S78,P413,4,10,503.23,148.81,98.45,Gaming Console,139.79,Electronics,C,South,Dallas,East,549.16,404.78
O12452,2024-08-31,C6842,S136,P431,2,5,356.67,59.83,156.23,Fruit Juice,187.72,Grocery,B,South,Dallas,West,370.44,200.44
O12453,2022-06-15,C5245,S152,P245,4,10,387.69,76.58,86.42,Toaster,107.69,Home,B,Midwest,Chicago,West,420.76,301.27
O12454,2023-03-14,C2731,S114,P77,1,10,120.43,42.65,86.42,Mattress Topper,133.81,Home,B,West,San Jose,East,123.81,34.01
O12455,2023-09-30,C4755,S5,P365,2,0,212.67,74.25,69.21,Eggs Pack,106.33,Grocery,C,Midwest,Chicago,South,212.66,143.46
O12456,2023-08-09,C7211,S153,P149,1,5,170.62,52.91,123.9,Bluetooth Speaker,179.6,Electronics,C,Midwest,Chicago,East,174.6,46.72
O12457,2023-04-16,C2855,S52,P223,2,0,439.36,138.38,150.49,Organic Rice,219.68,Grocery,B,Midwest,Chicago,South,439.36,288.87
O12458,2022-01-30,C7886,S91,P388,4,0,689.69,217.71,117.995,Spice Mix,172.42,Grocery,A,West,San Jose,West,689.68,571.7
O12459,2024-06-25,C7130,S125,P96,3,20,295.11,64.93,95.91,Tablet,122.96,Electronics,A,South,Dallas,South,348.88,199.2
O12460,2022-09-11,C7570,S151,P368,3,10,27.5,9.93,6.51,T-Shirt,10.19,Apparel,C,Midwest,Chicago,West,20.57,20.99
O12461,2022-02-27,C2717,S27,P329,4,10,473.99,162.88,86.42,Air Purifier,131.66,Home,A,Midwest,Chicago,West,516.64,387.57
O12462,2023-10-16,C6541,S100,P210,2,20,291.94,101.74,118.88,Curtains,182.46,Home,C,West,San Jose,Midwest,344.92,173.06
O12463,2022-06-09,C7799,S169,P379,4,20,402.24,81.74,100.155,T-Shirt,125.7,Apparel,A,East,New York,South,482.8,302.09
O12464,2022-10-18,C7021,S50,P407,1,0,143.3,43.15,100.155,Dress,143.3,Apparel,C,Midwest,Chicago,West,143.3,43.15
O12465,2022-08-19,C1783,S51,P192,4,10,266.89,78.61,52.3,Cap,74.14,Apparel,A,East,New York,East,286.56,214.59
O12466,2022-12-18,C7213,S58,P208,2,0,327.14,65.86,130.64,Organic Rice,163.57,Grocery,B,West,San Jose,South,327.14,196.5
O12467,2022-01-07,C6695,S89,P94,2,0,250.52,53.62,98.45,Tablet,125.26,Electronics,A,West,San Jose,East,250.52,152.07
O12468,2024-07-21,C7601,S184,P69,4,20,67.37,25.1,13.21,Hoodie,21.05,Apparel,B,South,Dallas,South,64.2,54.16
O12469,2024-04-03,C2607,S70,P410,4,20,441.31,126.27,98.45,Smartwatch,137.91,Electronics,A,South,Dallas,South,531.64,342.86
O12470,2022-07-18,C1078,S54,P359,4,5,595.23,214.65,100.155,Dress,156.64,Apparel,B,East,New York,East,621.56,495.08
O12471,2022-10-08,C4778,S67,P303,2,0,446.89,142.43,152.23,Toaster,223.45,Home,C,South,Dallas,East,446.9,294.66
O12472,2022-04-21,C2419,S66,P347,5,0,70.05,17.1,10.59,Eggs Pack,14.01,Grocery,B,South,Dallas,East,70.05,59.46
O12473,2022-08-25,C7772,S184,P223,3,10,513.03,106.7,150.49,Organic Rice,190.01,Grocery,B,South,Dallas,South,560.03,362.54
O12474,2023-05-15,C2257,S126,P360,1,0,122.11,35.69,86.42,Dish Rack,122.11,Home,A,Midwest,Chicago,West,122.11,35.69
O12475,2023-11-07,C1495,S69,P326,2,5,235.33,71.13,86.42,Coffee Maker,123.86,Home,C,West,San Jose,West,242.72,148.91
O12476,2024-08-25,C5227,S168,P241,5,5,728.53,252.8,100.155,Winter Jacket,153.38,Apparel,C,South,Dallas,West,761.9,628.38
O12477,2023-11-03,C4640,S149,P266,2,5,402.1,126.43,145.09,LED Monitor,211.63,Electronics,B,East,New York,West,418.26,257.01
O12478,2023-04-17,C6824,S56,P337,5,20,654.66,182.68,117.995,Olive Oil,163.66,Grocery,A,South,Dallas,West,798.3,536.66
O12479,2024-07-25,C835,S87,P394,1,0,178.52,34.57,143.95,Coffee Maker,178.52,Home,B,East,New York,South,178.52,34.57
O12480,2022-11-18,C3247,S22,P83,5,5,846.64,286.16,117.995,Eggs Pack,178.24,Grocery,C,East,New York,Midwest,886.2,728.64
O12481,2022-06-06,C867,S182,P445,4,0,799.84,220.24,144.9,Hoodie,199.96,Apparel,A,South,Dallas,East,799.84,654.94
O12482,2022-09-04,C3684,S25,P311,4,10,552.45,127.29,118.1,Gaming Console,153.46,Electronics,A,South,Dallas,East,603.84,434.35
O12483,2024-09-23,C3628,S169,P252,1,5,280.02,100.69,188.77,Sweatpants,294.76,Apparel,A,East,New York,East,289.76,91.25
O12484,2022-02-15,C6061,S116,P48,5,5,517.74,107.25,86.42,Cookware Set,109,Home,A,South,Dallas,South,540,431.32
O12485,2022-12-22,C4570,S152,P291,3,20,199.71,37.44,67.61,Cookware Set,83.21,Home,A,Midwest,Chicago,Midwest,229.63,132.1
O12486,2023-03-14,C57,S130,P92,3,20,578.94,161.8,173.81,Curtains,241.23,Home,A,East,New York,East,703.69,405.13
O12487,2023-11-20,C6782,S40,P0,1,0,148.29,48.14,100.155,Jeans,148.29,Apparel,A,West,San Jose,South,148.29,48.13
O12488,2022-08-03,C3773,S152,P430,5,0,409.14,148.64,52.1,Organic Rice,81.83,Grocery,A,Midwest,Chicago,South,409.15,357.04
O12489,2022-01-16,C2753,S78,P50,4,0,599.43,127.45,117.995,Spice Mix,149.86,Grocery,B,South,Dallas,South,599.44,481.43
O12490,2022-01-18,C1792,S49,P243,5,0,616.73,184.63,86.42,Toaster,123.35,Home,B,West,San Jose,South,616.75,530.31
O12491,2022-10-18,C4094,S103,P337,3,5,515.33,179.05,117.995,Olive Oil,180.82,Grocery,A,West,San Jose,South,537.46,397.34
O12492,2022-05-30,C1693,S115,P252,5,0,1481.47,537.62,188.77,Sweatpants,296.29,Apparel,A,Midwest,Chicago,South,1481.45,1292.7
O12493,2024-07-06,C2643,S128,P360,5,20,430.17,84.49,86.42,Dish Rack,107.54,Home,A,Midwest,Chicago,South,517.7,343.75
O12494,2022-01-31,C3031,S163,P332,4,5,459.88,144.74,82.93,Peanut Butter,121.02,Grocery,B,South,Dallas,East,479.08,376.95
O12495,2024-09-15,C7501,S154,P19,3,20,624.83,146.65,199.24,Hoodie,260.35,Apparel,A,Midwest,Chicago,South,761.05,425.59
O12496,2023-06-18,C5238,S149,P113,4,0,427.72,117.4,77.58,Dress,106.93,Apparel,A,East,New York,South,427.72,350.14
O12497,2023-06-12,C3792,S59,P211,3,20,487.69,112.55,156.31,Bluetooth Speaker,203.2,Electronics,A,South,Dallas,,589.6,331.38
O12498,2023-04-05,C7880,S14,P208,4,10,736.48,266.17,130.64,Organic Rice,204.58,Grocery,B,Midwest,Chicago,South,808.32,605.84
O12499,2024-07-23,C2483,S176,P235,5,5,219.51,62.57,33.04,Smartwatch,46.21,Electronics,B,South,Dallas,South,226.05,186.47
O12500,2023-11-21,C7773,S105,P152,1,0,124.85,38.43,86.42,Curtains,124.85,Home,A,South,Dallas,Midwest,124.85,38.43
O12501,2024-02-05,C1036,S113,P233,5,0,790.96,204.46,117.3,Jeans,158.19,Apparel,A,West,San Jose,East,790.95,673.66
O12502,2024-02-19,C3119,S22,P199,3,10,432.09,161.68,100.155,Formal Shirt,160.04,Apparel,B,East,New York,South,470.12,331.93
O12503,2022-02-26,C1656,S133,P130,2,10,240.38,84.82,86.42,Floor Lamp,133.54,Home,C,West,San Jose,West,257.08,153.96
O12504,2023-01-01,C1315,S188,P198,1,20,128.46,34.07,117.995,Eggs Pack,160.58,Grocery,A,South,Dallas,South,140.58,10.47
O12505,2024-07-15,C1363,S139,P244,4,10,464.83,153.72,86.42,Mattress Topper,129.12,Home,B,East,New York,South,506.48,378.41
O12506,2024-04-19,C2102,S109,P467,4,0,874.71,232.39,160.58,Fruit Juice,218.68,Grocery,B,South,Dallas,Midwest,874.72,714.13
O12507,2023-11-18,C2196,S185,P200,4,5,684.52,130.25,145.86,Fruit Juice,180.14,Grocery,A,East,New York,West,715.56,538.66
O12508,2023-12-30,C5190,S133,P201,3,0,457.67,162.32,98.45,Bluetooth Speaker,152.56,Electronics,C,West,San Jose,East,457.68,359.22
O12509,2023-06-01,C899,S128,P244,2,0,256.31,83.47,86.42,Mattress Topper,128.15,Home,B,Midwest,Chicago,South,256.3,169.89
O12510,2022-09-01,C3994,S155,P413,3,10,357.38,91.56,98.45,Gaming Console,132.36,Electronics,C,East,New York,Midwest,387.08,258.93
O12511,2022-06-07,C3171,S155,P438,5,20,646.57,174.59,117.995,Fruit Juice,161.64,Grocery,C,East,New York,Midwest,788.2,528.58
O12512,2022-11-20,C175,S173,P140,5,10,648.19,117.21,117.995,Eggs Pack,144.04,Grocery,C,Midwest,Chicago,Midwest,710.2,530.2
O12513,2023-01-29,C1193,S76,P377,1,5,127.52,33.99,98.45,Bluetooth Speaker,134.23,Electronics,A,East,New York,South,129.23,29.07
O12514,2022-09-22,C2913,S67,P152,3,10,366.17,132.83,86.42,Curtains,135.62,Home,A,South,Dallas,South,396.86,279.75
O12515,2024-02-10,C7239,S134,P487,2,20,248.06,87.81,100.155,Sweatpants,155.03,Apparel,B,West,San Jose,West,290.06,147.9
O12516,2024-08-29,C6695,S115,P64,2,0,99.75,18.65,40.55,Tablet,49.87,Electronics,B,Midwest,Chicago,East,99.74,59.2
O12517,2022-11-28,C7297,S7,P88,3,0,418.02,117.55,100.155,Sweatpants,139.34,Apparel,C,South,Dallas,South,418.02,317.86
O12518,2024-01-03,C2454,S20,P296,1,5,169.66,57.57,117.995,Olive Oil,178.59,Grocery,B,East,New York,East,173.59,51.66
O12519,2022-12-25,C2157,S154,P375,2,0,565,182.34,191.33,Wireless Earbuds,282.5,Electronics,C,Midwest,Chicago,Midwest,565,373.67
O12520,2022-04-26,C2199,S137,P443,1,0,203.95,67.49,136.46,Hoodie,203.95,Apparel,B,Midwest,Chicago,South,203.95,67.49
O12521,2022-08-31,C5443,S54,P82,5,20,363.29,61.09,75.55,Mattress Topper,90.82,Home,A,East,New York,East,434.1,287.74
O12522,2023-06-21,C4777,S85,P417,4,0,727.21,255.23,117.995,Fruit Juice,181.8,Grocery,B,Midwest,Chicago,Midwest,727.2,609.22
O12523,2023-08-03,C5862,S183,P109,3,20,417.55,134.37,117.995,Pasta Pack,173.98,Grocery,A,West,San Jose,South,501.94,299.56
O12524,2023-11-12,C545,S194,P133,2,10,144.23,35.81,60.23,Almonds,80.13,Grocery,A,Midwest,Chicago,South,150.26,84
O12525,2022-10-02,C2273,S42,P436,3,20,343.7,62.71,117.08,Fruit Juice,143.21,Grocery,C,West,San Jose,Midwest,409.63,226.62
O12526,2023-01-11,C3283,S153,P399,2,20,219.26,59.01,100.155,Shorts,137.04,Apparel,A,Midwest,Chicago,South,254.08,119.1
O12527,2022-01-03,C731,S1,P265,3,0,143.83,25.84,39.33,Coffee Maker,47.94,Home,A,West,San Jose,South,143.82,104.5
O12528,2024-04-10,C6291,S151,P326,2,0,211.65,38.81,86.42,Coffee Maker,105.83,Home,C,Midwest,Chicago,Midwest,211.66,125.23
O12529,2023-12-18,C680,S50,P184,4,10,676.83,252.05,117.995,Peanut Butter,188.01,Grocery,B,Midwest,Chicago,Midwest,742.04,558.84
O12530,2022-12-14,C4383,S33,P394,2,20,291.46,61.14,143.95,Coffee Maker,182.16,Home,B,South,Dallas,Midwest,344.32,147.51
O12531,2024-04-28,C2768,S103,P447,4,0,223.7,41.74,45.49,Sneakers,55.92,Apparel,C,West,San Jose,West,223.68,178.21
O12532,2023-04-16,C4368,S43,P174,1,5,151.63,56.48,100.155,Jeans,159.61,Apparel,C,Midwest,Chicago,South,154.61,51.47
O12533,2024-06-17,C5610,S23,P119,3,0,397.89,97.42,100.155,Formal Shirt,132.63,Apparel,C,West,San Jose,South,397.89,297.74
O12534,2024-01-06,C7795,S73,P18,5,5,689.62,213.88,100.155,Cap,145.18,Apparel,B,West,San Jose,West,720.9,589.46
O12535,2023-11-29,C654,S51,P379,2,10,274.12,93.84,100.155,T-Shirt,152.29,Apparel,A,East,New York,Midwest,294.58,173.96
O12536,2023-09-17,C7612,S74,P291,3,5,293.12,100.43,67.61,Cookware Set,102.85,Home,A,West,San Jose,South,303.55,225.51
O12537,2022-12-16,C4701,S173,P325,3,5,434.71,124.86,108.72,Dress,152.53,Apparel,A,Midwest,Chicago,,452.59,325.99
O12538,2023-10-10,C5710,S26,P497,4,10,994.69,317.21,188.19,Cookware Set,276.3,Home,C,East,New York,Midwest,1095.2,806.5
O12539,2022-08-10,C7176,S182,P476,3,20,422.69,139.5,117.995,Almonds,176.12,Grocery,A,South,Dallas,South,508.36,304.7
O12540,2022-04-04,C983,S165,P271,5,0,1328.53,425.98,180.51,Tablet,265.71,Electronics,C,West,San Jose,South,1328.55,1148.02
O12541,2022-01-04,C7651,S149,P420,1,10,109.62,31.84,86.42,Cookware Set,121.8,Home,B,East,New York,South,111.8,23.2
O12542,2022-11-03,C7365,S71,P21,2,0,373.35,106.89,133.23,Sneakers,186.67,Apparel,B,Midwest,Chicago,Midwest,373.34,240.12
O12543,2023-01-20,C3942,S179,P339,4,20,78.25,14.77,19.84,Shorts,24.45,Apparel,B,East,New York,East,77.8,58.41
O12544,2022-10-02,C6462,S0,P256,1,10,154.17,47.97,117.995,Spice Mix,171.3,Grocery,B,Midwest,Chicago,East,161.3,36.17
O12545,2024-01-02,C6254,S66,P358,2,5,454.15,151.69,159.19,Yogurt Cup,239.03,Grocery,C,South,Dallas,East,473.06,294.96
O12546,2023-10-20,C7682,S65,P353,2,5,315.93,91.74,117.995,Almonds,166.28,Grocery,C,West,San Jose,South,327.56,197.94
O12547,2022-07-27,C7442,S82,P67,5,10,607.61,156.91,100.155,Winter Jacket,135.02,Apparel,A,West,San Jose,East,665.1,507.46
O12548,2022-07-22,C184,S170,P245,5,5,594.78,184.29,86.42,Toaster,125.22,Home,B,East,New York,South,621.1,508.36
O12549,2024-04-29,C6711,S95,P243,5,0,605.47,173.37,86.42,Toaster,121.09,Home,B,East,New York,South,605.45,519.05
O12550,2023-06-15,C3416,S18,P359,5,5,619.6,143.87,100.155,Dress,130.44,Apparel,B,Midwest,Chicago,West,647.2,519.45
O12551,2023-03-21,C968,S77,P329,1,5,99.36,17.26,86.42,Air Purifier,104.59,Home,A,Midwest,Chicago,,99.59,12.94
O12552,2023-03-10,C514,S24,P231,2,5,277.94,53.75,117.995,Fruit Juice,146.29,Grocery,A,East,New York,South,287.58,159.94
O12553,2024-04-23,C7970,S25,P405,3,20,270.05,68.12,84.14,Yogurt Cup,112.52,Grocery,C,South,Dallas,South,317.56,185.91
O12554,2022-04-28,C3809,S108,P295,1,0,147.21,48.76,98.45,WiFi Router,147.21,Electronics,B,West,San Jose,West,147.21,48.76
O12555,2023-04-06,C3610,S97,P34,3,10,393.56,127.75,98.45,Wireless Earbuds,145.76,Electronics,C,Midwest,Chicago,Midwest,427.28,295.11
O12556,2024-05-17,C98,S49,P296,2,5,316.59,92.4,117.995,Olive Oil,166.62,Grocery,B,West,San Jose,East,328.24,198.59
O12557,2023-03-26,C3027,S195,P59,4,10,555.05,130.27,117.995,Yogurt Cup,154.18,Grocery,C,West,San Jose,South,606.72,437.05
O12558,2023-04-16,C386,S17,P327,5,5,773.51,213.03,117.995,Peanut Butter,162.84,Grocery,B,Midwest,Chicago,South,809.2,655.52
O12559,2024-02-18,C2172,S152,P5,1,20,116.47,37.71,98.45,Smartwatch,145.58,Electronics,B,Midwest,Chicago,Midwest,125.58,18.02
O12560,2024-03-23,C1336,S191,P77,3,0,411.86,152.6,86.42,Mattress Topper,137.29,Home,B,East,New York,Midwest,411.87,325.44
O12561,2024-07-16,C3298,S5,P170,3,10,102.91,19.75,30.8,Sneakers,38.11,Apparel,C,Midwest,Chicago,South,104.33,72.11
O12562,2023-01-10,C4334,S15,P340,5,10,816.63,285.65,117.995,Almonds,181.47,Grocery,C,Midwest,Chicago,East,897.35,698.64
O12563,2023-06-04,C4663,S124,P66,1,5,125.11,31.58,98.45,Laptop,131.69,Electronics,C,Midwest,Chicago,West,126.69,26.66
O12564,2022-05-30,C901,S56,P313,3,0,389.62,89.15,100.155,Formal Shirt,129.87,Apparel,A,South,Dallas,West,389.61,289.47
O12565,2023-12-03,C3129,S87,P73,1,5,158.69,46.59,117.995,Olive Oil,167.04,Grocery,C,East,New York,South,162.04,40.69
O12566,2024-01-15,C2947,S80,P366,1,20,119.82,41.06,98.45,Gaming Console,149.78,Electronics,C,South,Dallas,South,129.78,21.37
O12567,2024-02-10,C1933,S6,P60,5,0,747.12,254.87,98.45,WiFi Router,149.42,Electronics,C,East,New York,East,747.1,648.67
O12568,2023-07-02,C974,S158,P439,5,10,673.71,223.01,100.155,Formal Shirt,149.71,Apparel,A,South,Dallas,South,738.55,573.56
O12569,2023-04-29,C6709,S156,P410,1,5,116.19,22.66,98.45,Smartwatch,122.31,Electronics,A,Midwest,Chicago,Midwest,117.31,17.74
O12570,2022-03-28,C2425,S132,P406,1,10,116.29,36.26,88.92,Winter Jacket,129.21,Apparel,C,East,New York,Midwest,119.21,27.37
O12571,2023-10-21,C96,S58,P245,5,5,624.94,214.44,86.42,Toaster,131.57,Home,B,West,San Jose,West,652.85,538.52
O12572,2023-12-07,C146,S196,P257,2,0,505.89,182.39,161.75,Hoodie,252.94,Apparel,A,East,New York,East,505.88,344.14
O12573,2023-05-08,C4001,S102,P66,5,5,690.77,223.13,98.45,Laptop,145.42,Electronics,C,Midwest,Chicago,West,722.1,592.32
O12574,2024-03-21,C6397,S113,P57,1,20,119.61,39.49,100.155,Dress,149.51,Apparel,A,West,San Jose,West,129.51,19.45
O12575,2024-03-14,C7360,S3,P426,3,20,149.43,50.43,41.25,Winter Jacket,62.26,Apparel,A,South,Dallas,South,166.78,108.18
O12576,2024-06-25,C3583,S111,P213,2,10,269.55,92.34,98.45,Bluetooth Speaker,149.75,Electronics,B,East,New York,Midwest,289.5,171.1
O12577,2022-02-11,C2032,S112,P354,3,5,346.02,65.44,98.45,WiFi Router,121.41,Electronics,C,Midwest,Chicago,South,359.23,247.57
O12578,2022-12-02,C2741,S113,P176,1,5,125.78,30.63,100.155,Sweatpants,132.4,Apparel,C,West,San Jose,South,127.4,25.62
O12579,2023-12-16,C5103,S173,P458,3,0,385.08,83.73,100.45,Smartwatch,128.36,Electronics,B,Midwest,Chicago,South,385.08,284.63
O12580,2022-06-09,C2921,S164,P485,1,10,129.24,40.63,98.45,Smartwatch,143.6,Electronics,C,South,Dallas,South,133.6,30.79
O12581,2022-03-14,C522,S22,P22,5,0,922.6,332.63,117.995,Milk Carton,184.52,Grocery,C,East,New York,South,922.6,804.6
O12582,2022-02-02,C7412,S52,P445,1,0,204.43,59.53,144.9,Hoodie,204.43,Apparel,A,Midwest,Chicago,West,204.43,59.53
O12583,2023-06-02,C443,S122,P195,3,5,158.6,55.8,36.07,T-Shirt,55.65,Apparel,C,East,New York,South,161.95,122.53
O12584,2022-11-27,C6965,S167,P364,1,5,104.15,22.05,86.42,Blender,109.63,Home,B,Midwest,Chicago,West,104.63,17.73
O12585,2023-08-17,C235,S185,P240,4,20,343.58,75.67,83.72,Shorts,107.37,Apparel,B,East,New York,South,409.48,259.86
O12586,2023-01-15,C7449,S94,P429,3,0,404.84,145.58,86.42,Coffee Maker,134.95,Home,B,Midwest,Chicago,East,404.85,318.42
O12587,2022-05-21,C1416,S56,P68,5,10,544.89,100.87,98.67,Cap,121.09,Apparel,A,South,Dallas,South,595.45,446.22
O12588,2023-11-13,C4345,S119,P499,3,20,348.59,108.22,100.155,Dress,145.25,Apparel,B,East,New York,,415.75,248.43
O12589,2022-12-30,C7249,S64,P14,3,20,423.58,140.4,117.995,Spice Mix,176.49,Grocery,C,East,New York,East,509.47,305.58
O12590,2023-07-18,C2838,S53,P394,1,5,200.45,63.7,143.95,Coffee Maker,211,Home,B,Midwest,Chicago,South,206,56.5
O12591,2023-10-24,C1646,S51,P128,5,5,683.88,216.24,98.45,Wireless Earbuds,143.98,Electronics,C,East,New York,Midwest,714.9,585.43
O12592,2023-06-20,C5603,S191,P311,2,0,361.85,125.65,118.1,Gaming Console,180.92,Electronics,A,East,New York,West,361.84,243.75
